reseller_id,onboarding_date,city_tier,total_gmv,orders_last_30_days,avg_order_value,category_focus,social_shares,buyer_network_size,return_rate,days_since_last_sale,completed_onboarding_training,engagement_score,monetization_score,churn_risk_score,reseller_segment_fixed
2708,3/22/2024,Tier4+,3420,5,353,Beauty,123,35,0.05,22,TRUE,77,36,27,Niche Specialist
2709,12/28/2024,Tier3,1657,0,496,Fashion,2,0,0.05,215,FALSE,1,39,71,Low-Engagement Reseller
2710,11/30/2023,Tier3,1869,0,410,Fashion,0,0,0.1,65,TRUE,40,35,42,Low-Engagement Reseller
2711,8/23/2024,Tier3,4604,2,744,Beauty,168,52,0.12,8,TRUE,90,50,29,Niche Specialist
2712,3/21/2023,Tier4+,380,0,431,Fashion,4,3,0.13,255,FALSE,1,34,79,Low-Engagement Reseller
2713,6/23/2023,Tier3,1839,1,475,Fashion,47,14,0.07,7,TRUE,54,38,30,Low-Engagement Reseller
2714,2/19/2023,Tier4+,5568,0,633,Fashion,0,0,0.1,296,FALSE,0,47,87,Ghost Reseller
2715,1/31/2023,Tier3,1039,0,345,Fashion,5,4,0.07,295,TRUE,42,33,87,Low-Engagement Reseller
2716,10/7/2024,Tier4+,994,3,611,Mixed,61,13,0.06,21,FALSE,18,43,30,Low-Engagement Reseller
2717,4/26/2024,Tier3,930,2,709,Home,137,38,0.07,6,FALSE,41,46,28,Low-Engagement Reseller
2718,11/14/2024,Tier3,1279,2,362,Fashion,156,45,0.06,19,FALSE,47,34,31,Social Catalyst
2719,6/6/2024,Tier3,2542,0,665,Fashion,0,0,0.05,273,FALSE,0,46,82,Low-Engagement Reseller
2720,9/9/2023,Tier4+,1331,1,468,Home,86,29,0.12,20,TRUE,66,36,32,Low-Engagement Reseller
2721,4/15/2023,Tier4+,6995,2,529,Mixed,107,31,0.15,22,TRUE,72,44,31,Low-Engagement Reseller
2722,10/20/2024,Tier3,405,0,634,Fashion,4,5,0.1,210,FALSE,1,42,70,Low-Engagement Reseller
2723,4/9/2024,Tier2,8356,4,784,Fashion,129,34,0.07,4,FALSE,39,56,25,Social Catalyst
2724,7/19/2023,Tier2,3008,0,560,Fashion,4,0,0.06,215,FALSE,1,43,71,Low-Engagement Reseller
2725,4/13/2023,Tier2,5327,1,479,Home,80,27,0.15,30,TRUE,64,40,34,Niche Specialist
2726,6/27/2023,Tier2,4375,0,647,Fashion,5,7,0.09,255,TRUE,42,47,79,Low-Engagement Reseller
2727,12/29/2023,Tier2,17908,1,575,Fashion,133,42,0.14,6,FALSE,40,57,30,Social Catalyst
2728,7/23/2024,Tier2,720,1,475,Mixed,114,38,0.06,1,FALSE,34,37,29,Low-Engagement Reseller
2729,10/7/2024,Tier2,13193,0,447,Fashion,2,3,0.07,66,FALSE,1,49,43,Ghost Reseller
2730,8/19/2024,Tier3,1401,1,662,Home,163,52,0.11,26,TRUE,89,44,33,Low-Engagement Reseller
2731,7/16/2023,Tier3,6110,0,492,Fashion,0,2,0.12,118,TRUE,40,42,53,Ghost Reseller
2732,1/19/2024,Tier4+,32622,12,791,Fashion,76,21,0.05,11,TRUE,63,81,14,Super-Spreader
2733,2/29/2024,Tier3,15312,3,512,Mixed,81,22,0.1,8,FALSE,24,53,27,Low-Engagement Reseller
2734,5/20/2023,Tier4+,10797,1,355,Home,163,46,0.11,3,FALSE,49,42,29,Niche Specialist
2735,1/26/2024,Tier4+,1464,2,303,Fashion,89,29,0.15,25,TRUE,67,30,32,Social Catalyst
2736,4/18/2023,Tier2,6217,2,459,Home,81,22,0.08,14,FALSE,24,42,30,Niche Specialist
2737,6/24/2024,Tier3,12438,5,729,Fashion,155,51,0.13,21,FALSE,47,57,27,Super-Spreader
2738,10/28/2023,Tier4+,2237,0,348,Fashion,0,0,0.14,151,FALSE,0,32,59,Low-Engagement Reseller
2739,1/19/2024,Tier3,403,0,561,Fashion,4,0,0.07,38,FALSE,1,40,37,Low-Engagement Reseller
2740,12/28/2024,Tier2,23717,0,315,Fashion,4,4,0.09,330,TRUE,41,54,93,Ghost Reseller
2741,7/18/2023,Tier3,36888,0,673,Fashion,0,0,0.06,318,FALSE,0,81,91,Ghost Reseller
2742,10/9/2024,Tier2,3433,2,483,Fashion,133,38,0.14,24,FALSE,40,39,32,Social Catalyst
2743,4/14/2023,Tier4+,17744,0,689,Fashion,1,5,0.15,231,FALSE,0,61,74,Ghost Reseller
2744,1/31/2024,Tier3,17263,2,746,Mixed,138,36,0.13,10,TRUE,81,63,29,Low-Engagement Reseller
2745,11/10/2024,Tier4+,462,3,561,Home,112,35,0.11,19,FALSE,34,39,29,Low-Engagement Reseller
2746,8/7/2023,Tier4+,331,0,695,Mixed,2,4,0.1,43,FALSE,1,44,38,Low-Engagement Reseller
2747,10/5/2024,Tier3,964,5,560,Fashion,48,18,0.1,3,FALSE,14,40,23,Low-Engagement Reseller
2748,5/16/2023,Tier4+,14164,1,687,Beauty,149,44,0.06,4,TRUE,85,59,29,Niche Specialist
2749,6/29/2024,Tier4+,6520,0,704,Fashion,3,2,0.14,188,FALSE,1,50,66,Ghost Reseller
2750,7/13/2023,Tier3,1092,0,345,Beauty,2,0,0.15,316,TRUE,41,31,91,Low-Engagement Reseller
2751,5/22/2024,Tier3,8701,14,601,Mixed,27,10,0.1,16,FALSE,8,49,12,Low-Engagement Reseller
2752,11/29/2024,Tier2,2148,2,392,Fashion,110,33,0.15,14,FALSE,33,34,30,Social Catalyst
2753,9/10/2023,Tier3,3755,3,410,Home,146,39,0.06,14,FALSE,44,38,28,Niche Specialist
2754,6/21/2023,Tier4+,4654,0,391,Home,5,4,0.12,45,FALSE,2,37,39,Niche Specialist
2755,6/21/2023,Tier3,2057,0,362,Fashion,2,4,0.07,342,FALSE,1,34,96,Low-Engagement Reseller
2756,9/25/2024,Tier3,6955,0,769,Home,5,0,0.14,288,FALSE,2,53,85,Ghost Reseller
2757,1/12/2023,Tier3,997,0,346,Fashion,5,0,0.07,239,TRUE,42,33,76,Low-Engagement Reseller
2758,12/14/2023,Tier2,28750,2,521,Home,76,27,0.12,28,FALSE,23,66,32,Niche Specialist
2759,4/25/2024,Tier3,5912,2,552,Beauty,79,29,0.14,6,FALSE,24,44,28,Niche Specialist
2760,6/26/2023,Tier4+,7396,0,475,Beauty,3,2,0.09,275,FALSE,1,43,83,Ghost Reseller
2761,4/4/2023,Tier3,6989,0,694,Home,5,4,0.14,310,TRUE,42,50,89,Ghost Reseller
2762,6/27/2023,Tier3,1508,0,532,Home,0,0,0.1,176,TRUE,40,39,64,Low-Engagement Reseller
2763,6/28/2023,Tier3,937,1,675,Fashion,189,58,0.09,10,FALSE,57,44,30,Social Catalyst
2764,5/9/2023,Tier4+,3348,0,327,Fashion,0,2,0.14,157,FALSE,0,33,60,Low-Engagement Reseller
2765,7/19/2024,Tier3,5776,0,682,Fashion,3,2,0.13,336,FALSE,1,49,94,Ghost Reseller
2766,7/25/2024,Tier3,1645,2,425,Fashion,133,36,0.12,2,FALSE,40,35,27,Social Catalyst
2767,7/13/2024,Tier2,9982,0,679,Home,1,3,0.08,34,TRUE,40,54,37,Ghost Reseller
2768,1/24/2024,Tier3,29288,18,623,Fashion,145,46,0.11,8,FALSE,44,70,5,Super-Spreader
2769,3/16/2023,Tier4+,2170,0,525,Beauty,1,0,0.05,86,TRUE,40,41,46,Niche Specialist
2770,10/16/2024,Tier2,12795,0,609,Fashion,1,0,0.06,339,TRUE,40,54,95,Ghost Reseller
2771,2/6/2024,Tier2,810,0,457,Fashion,2,0,0.1,177,FALSE,1,36,64,Low-Engagement Reseller
2772,11/13/2024,Tier3,2963,1,645,Home,87,31,0.08,24,FALSE,26,46,33,Niche Specialist
2773,2/1/2024,Tier4+,1591,0,310,Beauty,4,0,0.12,118,TRUE,41,31,53,Low-Engagement Reseller
2774,1/4/2024,Tier2,1173,1,485,Mixed,105,32,0.14,21,FALSE,32,37,33,Low-Engagement Reseller
2775,5/21/2023,Tier3,721,0,522,Home,0,0,0.13,191,FALSE,0,38,67,Low-Engagement Reseller
2776,4/25/2023,Tier4+,1479,2,683,Fashion,175,49,0.1,9,TRUE,93,45,29,Social Catalyst
2777,4/1/2024,Tier4+,9122,0,537,Beauty,2,2,0.13,304,FALSE,1,47,88,Ghost Reseller
2778,10/31/2023,Tier4+,7007,1,741,Home,17,6,0.13,21,TRUE,45,52,33,Niche Specialist
2779,5/13/2023,Tier3,4381,1,631,Fashion,170,56,0.1,7,FALSE,51,46,30,Social Catalyst
2780,10/15/2024,Tier4+,2790,0,310,Fashion,2,1,0.07,327,FALSE,1,33,93,Low-Engagement Reseller
2781,7/26/2024,Tier4+,3486,2,632,Fashion,175,53,0.12,16,TRUE,93,45,30,Social Catalyst
2782,4/3/2024,Tier4+,6565,2,442,Home,193,55,0.07,17,TRUE,98,42,30,Niche Specialist
2783,11/20/2023,Tier4+,6361,2,615,Fashion,116,34,0.14,15,TRUE,75,47,30,Social Catalyst
2784,1/14/2023,Tier3,1166,3,304,Home,196,55,0.06,10,TRUE,99,31,27,Low-Engagement Reseller
2785,10/17/2023,Tier4+,2330,0,342,Mixed,4,0,0.13,67,FALSE,1,33,43,Low-Engagement Reseller
2786,11/4/2024,Tier4+,1420,0,377,Fashion,4,0,0.09,162,FALSE,1,34,61,Low-Engagement Reseller
2787,8/10/2023,Tier3,2262,4,696,Beauty,154,49,0.1,18,FALSE,46,46,27,Niche Specialist
2788,4/30/2023,Tier3,2002,2,577,Fashion,117,36,0.1,5,FALSE,35,42,28,Social Catalyst
2789,12/5/2023,Tier3,864,0,442,Fashion,4,3,0.15,300,FALSE,1,34,88,Low-Engagement Reseller
2790,2/23/2024,Tier3,5456,5,505,Home,125,33,0.07,23,FALSE,38,43,27,Niche Specialist
2791,10/15/2023,Tier4+,1685,2,353,Home,60,14,0.06,27,FALSE,18,34,32,Low-Engagement Reseller
2792,6/23/2023,Tier4+,1899,0,417,Fashion,2,1,0.1,58,TRUE,41,36,41,Low-Engagement Reseller
2793,2/9/2023,Tier2,5346,0,724,Fashion,0,1,0.08,175,TRUE,40,51,64,Ghost Reseller
2794,10/21/2023,Tier3,1379,0,510,Fashion,2,5,0.06,331,TRUE,41,39,93,Low-Engagement Reseller
2795,12/29/2024,Tier4+,9590,0,748,Fashion,4,3,0.13,147,FALSE,1,55,58,Ghost Reseller
2796,11/3/2024,Tier3,6366,0,615,Mixed,1,2,0.05,108,FALSE,0,48,51,Ghost Reseller
2797,8/29/2024,Tier3,3613,0,777,Fashion,5,4,0.05,163,FALSE,2,52,61,Low-Engagement Reseller
2798,8/18/2023,Tier3,1065,1,598,Fashion,149,41,0.07,27,FALSE,45,42,34,Social Catalyst
2799,4/10/2024,Tier3,6376,2,348,Mixed,196,54,0.12,5,FALSE,59,37,28,Low-Engagement Reseller
2800,1/21/2023,Tier3,6483,0,336,Home,0,0,0.11,325,FALSE,0,37,92,Ghost Reseller
2801,11/3/2024,Tier2,9856,0,562,Home,4,1,0.15,364,FALSE,1,48,100,Ghost Reseller
2802,2/6/2024,Tier3,2148,0,517,Home,3,0,0.1,215,TRUE,41,40,71,Niche Specialist
2803,2/3/2023,Tier4+,7062,0,376,Fashion,4,4,0.12,112,TRUE,41,39,51,Ghost Reseller
2804,5/28/2023,Tier3,3184,1,776,Mixed,24,6,0.14,14,FALSE,7,49,31,Low-Engagement Reseller
2805,1/31/2023,Tier4+,969,0,750,Fashion,1,0,0.08,54,FALSE,0,47,40,Low-Engagement Reseller
2806,3/4/2024,Tier2,5898,0,342,Fashion,5,4,0.13,299,TRUE,42,36,87,Ghost Reseller
2807,6/29/2023,Tier2,1270,2,317,Home,46,11,0.15,12,FALSE,14,30,29,Low-Engagement Reseller
2808,7/16/2024,Tier3,7712,0,573,Home,2,3,0.06,158,FALSE,1,48,60,Ghost Reseller
2809,2/15/2024,Tier2,3784,20,656,Home,39,7,0.06,21,TRUE,52,47,4,Niche Specialist
2810,8/30/2023,Tier3,6752,1,763,Beauty,30,8,0.06,25,FALSE,9,54,33,Niche Specialist
2811,4/14/2024,Tier4+,2940,0,585,Fashion,5,0,0.05,251,TRUE,42,44,78,Low-Engagement Reseller
2812,5/1/2023,Tier3,520,1,499,Fashion,39,13,0.05,30,FALSE,12,38,34,Low-Engagement Reseller
2813,2/1/2023,Tier2,4460,0,663,Home,3,4,0.06,53,TRUE,41,48,40,Niche Specialist
2814,12/31/2024,Tier3,4096,0,629,Fashion,1,4,0.12,66,TRUE,40,45,43,Low-Engagement Reseller
2815,11/5/2024,Tier2,8710,2,400,Beauty,91,23,0.09,14,TRUE,67,42,30,Niche Specialist
2816,3/4/2024,Tier4+,2174,3,680,Home,123,38,0.13,18,FALSE,37,45,29,Niche Specialist
2817,7/25/2023,Tier2,2985,0,685,Mixed,3,0,0.06,245,FALSE,1,47,77,Low-Engagement Reseller
2818,10/26/2023,Tier4+,3534,0,707,Mixed,2,0,0.08,344,FALSE,1,48,96,Low-Engagement Reseller
2819,7/10/2024,Tier3,7017,0,461,Fashion,2,0,0.07,118,FALSE,1,43,53,Ghost Reseller
2820,9/19/2024,Tier4+,1841,0,560,Fashion,1,0,0.06,356,FALSE,0,42,98,Low-Engagement Reseller
2821,8/4/2023,Tier2,3770,2,473,Beauty,157,49,0.12,21,FALSE,47,39,31,Niche Specialist
2822,10/25/2024,Tier2,2328,0,446,Mixed,1,1,0.13,122,TRUE,40,36,53,Low-Engagement Reseller
2823,10/4/2023,Tier2,3315,0,784,Fashion,3,0,0.05,251,FALSE,1,52,78,Low-Engagement Reseller
2824,2/27/2024,Tier4+,1105,4,499,Fashion,135,45,0.12,24,TRUE,81,37,29,Social Catalyst
2825,8/13/2023,Tier2,7083,5,346,Home,172,55,0.12,26,TRUE,92,38,27,Niche Specialist
2826,5/31/2024,Tier2,2462,0,777,Fashion,5,7,0.07,305,TRUE,42,50,88,Low-Engagement Reseller
2827,12/10/2024,Tier4+,3709,0,529,Beauty,5,6,0.06,271,FALSE,2,42,82,Niche Specialist
2828,4/25/2024,Tier2,2067,0,674,Beauty,3,0,0.11,285,FALSE,1,45,85,Niche Specialist
2829,9/10/2023,Tier3,3049,0,414,Mixed,4,0,0.08,267,FALSE,1,37,81,Low-Engagement Reseller
2830,12/31/2024,Tier3,3724,0,767,Fashion,4,0,0.15,44,FALSE,1,49,38,Low-Engagement Reseller
2831,11/13/2023,Tier3,5085,0,662,Mixed,3,0,0.12,141,TRUE,41,48,57,Ghost Reseller
2832,1/19/2024,Tier3,2419,0,501,Beauty,3,0,0.13,339,FALSE,1,39,95,Niche Specialist
2833,5/20/2023,Tier2,1582,0,770,Fashion,0,5,0.11,335,FALSE,0,48,94,Low-Engagement Reseller
2834,7/2/2024,Tier3,4619,0,664,Home,2,0,0.07,207,FALSE,1,48,70,Niche Specialist
2835,1/15/2023,Tier3,14178,0,416,Fashion,1,4,0.15,320,FALSE,0,47,91,Ghost Reseller
2836,2/21/2023,Tier3,7403,0,548,Fashion,4,5,0.14,348,FALSE,1,45,97,Ghost Reseller
2837,5/25/2023,Tier3,2293,0,573,Fashion,2,0,0.05,165,FALSE,1,43,62,Low-Engagement Reseller
2838,7/10/2024,Tier3,3606,0,555,Fashion,0,0,0.12,164,FALSE,0,42,61,Low-Engagement Reseller
2839,10/10/2024,Tier4+,2538,1,674,Home,162,54,0.08,23,FALSE,49,46,33,Niche Specialist
2840,3/5/2024,Tier4+,226,1,551,Fashion,173,48,0.1,23,FALSE,52,39,33,Social Catalyst
2841,7/15/2024,Tier4+,4743,0,585,Home,3,0,0.11,281,TRUE,41,44,84,Niche Specialist
2842,2/6/2023,Tier3,3948,5,436,Home,71,20,0.09,8,TRUE,61,38,24,Niche Specialist
2843,5/23/2023,Tier3,416,4,514,Fashion,168,46,0.14,23,FALSE,50,37,28,Social Catalyst
2844,6/23/2024,Tier3,23140,2,473,Fashion,180,49,0.13,8,FALSE,54,58,29,Social Catalyst
2845,8/5/2024,Tier2,5392,3,350,Fashion,143,46,0.11,8,FALSE,43,36,27,Social Catalyst
2846,2/20/2024,Tier2,11625,0,700,Fashion,0,0,0.08,128,FALSE,0,56,55,Ghost Reseller
2847,4/1/2023,Tier4+,6810,5,585,Home,183,59,0.05,23,FALSE,55,48,27,Niche Specialist
2848,1/23/2023,Tier4+,5539,0,460,Home,2,0,0.13,81,TRUE,41,40,46,Ghost Reseller
2849,6/19/2024,Tier3,5365,3,491,Fashion,35,7,0.15,19,TRUE,51,41,29,Low-Engagement Reseller
2850,10/2/2023,Tier4+,13113,0,303,Mixed,2,0,0.09,96,FALSE,1,43,48,Ghost Reseller
2851,3/14/2024,Tier3,9743,3,776,Fashion,182,60,0.05,27,FALSE,55,58,31,Social Catalyst
2852,5/24/2024,Tier3,1143,0,421,Fashion,3,0,0.07,284,TRUE,41,36,84,Low-Engagement Reseller
2853,7/27/2023,Tier2,2170,0,606,Home,0,1,0.11,206,TRUE,40,43,70,Niche Specialist
2854,1/19/2024,Tier4+,3134,0,370,Fashion,1,0,0.11,219,FALSE,0,35,72,Low-Engagement Reseller
2855,3/11/2023,Tier3,10246,0,690,Home,2,6,0.06,81,FALSE,1,55,46,Ghost Reseller
2856,4/4/2024,Tier3,6760,0,646,Fashion,0,2,0.09,182,FALSE,0,49,65,Ghost Reseller
2857,12/18/2024,Tier2,16412,0,721,Mixed,0,0,0.08,229,FALSE,0,62,74,Ghost Reseller
2858,3/31/2023,Tier4+,2159,2,606,Fashion,102,26,0.05,1,FALSE,31,44,27,Social Catalyst
2859,1/27/2024,Tier4+,22676,0,389,Fashion,5,4,0.06,98,TRUE,42,56,49,Ghost Reseller
2860,12/18/2023,Tier4+,3126,0,525,Home,4,0,0.06,78,FALSE,1,42,45,Niche Specialist
2861,8/10/2024,Tier3,6549,0,562,Home,1,5,0.12,219,FALSE,0,45,72,Ghost Reseller
2862,5/27/2023,Tier2,7172,0,576,Beauty,2,5,0.11,79,FALSE,1,47,45,Ghost Reseller
2863,11/24/2024,Tier4+,1588,1,385,Fashion,188,60,0.09,18,TRUE,96,34,32,Social Catalyst
2864,3/18/2024,Tier2,1760,5,646,Fashion,22,12,0.11,14,FALSE,7,44,25,Low-Engagement Reseller
2865,1/3/2023,Tier2,4429,2,643,Home,75,18,0.11,1,FALSE,23,46,27,Niche Specialist
2866,7/16/2023,Tier3,5324,0,415,Fashion,1,0,0.08,121,FALSE,0,39,53,Ghost Reseller
2867,1/15/2024,Tier4+,1086,1,645,Mixed,106,32,0.05,18,FALSE,32,44,32,Low-Engagement Reseller
2868,5/14/2023,Tier3,12367,2,726,Mixed,141,38,0.07,0,FALSE,42,58,27,Low-Engagement Reseller
2869,12/26/2023,Tier2,654,1,304,Home,195,62,0.08,12,FALSE,59,30,31,Low-Engagement Reseller
2870,3/4/2024,Tier3,1093,1,636,Fashion,158,43,0.12,9,FALSE,47,43,30,Social Catalyst
2871,7/27/2023,Tier4+,2035,2,471,Beauty,179,56,0.09,2,FALSE,54,38,27,Niche Specialist
2872,1/20/2024,Tier2,4380,0,468,Fashion,4,0,0.1,346,FALSE,1,40,96,Low-Engagement Reseller
2873,5/16/2024,Tier2,393,0,653,Beauty,2,4,0.09,135,FALSE,1,43,56,Low-Engagement Reseller
2874,11/27/2024,Tier3,4934,2,620,Beauty,140,47,0.14,18,FALSE,42,45,30,Niche Specialist
2875,4/1/2024,Tier3,1027,1,435,Fashion,116,40,0.06,24,TRUE,75,36,33,Social Catalyst
2876,6/6/2023,Tier4+,1392,0,734,Home,3,0,0.15,237,FALSE,1,46,75,Low-Engagement Reseller
2877,5/6/2024,Tier4+,3282,2,307,Fashion,164,46,0.11,10,FALSE,49,33,29,Social Catalyst
2878,11/12/2023,Tier3,12084,1,421,Fashion,128,33,0.12,23,TRUE,78,45,33,Social Catalyst
2879,8/3/2023,Tier3,2403,0,631,Fashion,5,0,0.14,288,TRUE,42,43,85,Low-Engagement Reseller
2880,10/11/2023,Tier3,2618,0,392,Fashion,2,0,0.07,196,TRUE,41,36,68,Low-Engagement Reseller
2881,9/23/2024,Tier3,1129,0,589,Beauty,5,0,0.08,347,FALSE,2,42,97,Low-Engagement Reseller
2882,10/29/2023,Tier4+,4264,1,436,Fashion,16,7,0.11,19,FALSE,5,38,32,Low-Engagement Reseller
2883,12/22/2024,Tier3,4399,0,590,Home,1,1,0.11,251,FALSE,0,44,78,Niche Specialist
2884,9/30/2024,Tier4+,6650,0,494,Fashion,4,6,0.09,95,TRUE,41,43,48,Ghost Reseller
2885,11/2/2023,Tier3,1027,1,380,Home,61,16,0.06,26,FALSE,18,34,33,Low-Engagement Reseller
2886,6/7/2024,Tier2,7757,3,620,Mixed,138,36,0.12,0,FALSE,41,49,26,Low-Engagement Reseller
2887,4/4/2024,Tier2,17982,0,762,Home,4,5,0.08,243,TRUE,41,65,77,Ghost Reseller
2888,6/1/2023,Tier3,1291,1,567,Fashion,189,57,0.07,4,FALSE,57,41,29,Social Catalyst
2889,1/28/2023,Tier4+,1003,0,538,Fashion,2,1,0.05,112,TRUE,41,40,51,Low-Engagement Reseller
2890,4/17/2023,Tier3,6253,4,337,Home,117,35,0.12,15,FALSE,35,36,27,Niche Specialist
2891,5/13/2024,Tier3,4161,0,584,Fashion,3,0,0.07,184,FALSE,1,45,65,Low-Engagement Reseller
2892,10/20/2023,Tier3,3011,2,410,Mixed,122,35,0.15,8,TRUE,77,35,29,Low-Engagement Reseller
2893,11/20/2023,Tier3,3633,0,473,Fashion,3,2,0.07,100,FALSE,1,40,49,Low-Engagement Reseller
2894,11/16/2023,Tier3,14485,2,509,Fashion,200,56,0.07,10,FALSE,60,52,29,Social Catalyst
2895,10/30/2023,Tier4+,3528,1,715,Beauty,59,21,0.15,3,FALSE,18,47,29,Niche Specialist
2896,9/5/2023,Tier2,17618,2,328,Beauty,107,28,0.08,27,TRUE,72,48,32,Niche Specialist
2897,6/17/2023,Tier3,522,0,507,Mixed,1,2,0.09,109,FALSE,0,38,51,Low-Engagement Reseller
2898,6/17/2024,Tier3,8359,0,623,Fashion,4,0,0.05,167,FALSE,1,51,62,Ghost Reseller
2899,4/19/2024,Tier4+,3180,1,456,Fashion,121,31,0.14,6,TRUE,76,37,30,Social Catalyst
2900,12/20/2024,Tier4+,1501,0,757,Home,0,2,0.09,176,FALSE,0,48,64,Low-Engagement Reseller
2901,10/21/2024,Tier2,3144,0,326,Fashion,2,3,0.13,292,FALSE,1,33,86,Low-Engagement Reseller
2902,12/19/2023,Tier3,8699,0,493,Beauty,3,3,0.06,321,TRUE,41,46,92,Ghost Reseller
2903,7/11/2024,Tier3,3876,0,602,Beauty,2,1,0.08,65,FALSE,1,45,42,Niche Specialist
2904,3/8/2023,Tier3,2210,0,662,Fashion,0,4,0.06,157,FALSE,0,46,60,Low-Engagement Reseller
2905,4/21/2023,Tier3,15644,1,454,Fashion,93,29,0.12,27,TRUE,68,50,34,Social Catalyst
2906,6/8/2024,Tier3,11412,2,596,Mixed,64,23,0.13,15,FALSE,19,51,30,Low-Engagement Reseller
2907,2/26/2024,Tier4+,2888,0,397,Fashion,5,1,0.15,137,FALSE,2,35,56,Low-Engagement Reseller
2908,1/16/2023,Tier4+,10111,0,530,Home,0,2,0.11,363,TRUE,40,48,100,Ghost Reseller
2909,5/3/2024,Tier2,2639,0,348,Fashion,5,0,0.11,228,TRUE,42,33,74,Low-Engagement Reseller
2910,2/15/2023,Tier3,14587,1,751,Fashion,112,36,0.05,5,FALSE,34,62,29,Social Catalyst
2911,1/10/2024,Tier3,449,0,437,Fashion,5,4,0.06,353,FALSE,2,36,98,Low-Engagement Reseller
2912,2/2/2024,Tier3,5084,2,762,Mixed,193,54,0.07,11,TRUE,98,52,29,Low-Engagement Reseller
2913,11/15/2023,Tier3,794,0,370,Fashion,1,1,0.08,359,TRUE,40,33,99,Low-Engagement Reseller
2914,10/27/2024,Tier4+,2989,0,627,Fashion,4,0,0.15,297,FALSE,1,44,87,Low-Engagement Reseller
2915,8/27/2024,Tier3,693,13,609,Fashion,144,44,0.05,3,FALSE,43,43,11,Social Catalyst
2916,8/9/2023,Tier2,4638,0,431,Beauty,3,0,0.14,75,TRUE,41,38,44,Niche Specialist
2917,1/11/2024,Tier4+,8893,0,396,Home,2,4,0.09,310,FALSE,1,42,89,Ghost Reseller
2918,2/8/2023,Tier3,3873,1,639,Home,110,32,0.13,13,FALSE,33,45,31,Niche Specialist
2919,11/2/2023,Tier2,11860,0,374,Beauty,1,0,0.05,337,TRUE,40,45,95,Ghost Reseller
2920,1/6/2023,Tier2,19462,0,546,Home,2,1,0.06,241,FALSE,1,59,76,Ghost Reseller
2921,9/22/2024,Tier3,5447,2,399,Beauty,114,29,0.05,4,FALSE,34,39,28,Niche Specialist
2922,5/14/2023,Tier3,985,0,683,Home,0,0,0.06,58,FALSE,0,45,41,Low-Engagement Reseller
2923,1/7/2024,Tier3,3334,0,363,Home,4,1,0.06,86,TRUE,41,36,46,Niche Specialist
2924,9/15/2024,Tier3,1061,0,599,Home,1,4,0.14,157,FALSE,0,41,60,Low-Engagement Reseller
2925,7/6/2024,Tier3,1944,0,793,Fashion,1,0,0.06,293,FALSE,0,50,86,Low-Engagement Reseller
2926,2/28/2024,Tier3,6637,0,501,Home,2,6,0.11,212,FALSE,1,43,71,Ghost Reseller
2927,7/11/2024,Tier2,17338,5,623,Beauty,141,37,0.05,24,FALSE,42,60,27,Super-Spreader
2928,7/10/2023,Tier3,8579,0,391,Fashion,3,2,0.06,114,FALSE,1,42,52,Ghost Reseller
2929,8/4/2023,Tier4+,1728,1,677,Fashion,191,53,0.11,5,TRUE,97,45,29,Social Catalyst
2930,4/21/2024,Tier4+,663,0,464,Beauty,5,0,0.15,60,FALSE,2,35,42,Low-Engagement Reseller
2931,7/1/2024,Tier4+,5218,0,488,Fashion,4,2,0.1,136,TRUE,41,42,56,Ghost Reseller
2932,2/15/2024,Tier3,1760,1,371,Home,55,13,0.15,11,FALSE,17,33,31,Low-Engagement Reseller
2933,5/24/2023,Tier3,9902,0,737,Fashion,5,2,0.12,126,FALSE,2,55,54,Ghost Reseller
2934,1/16/2024,Tier3,8425,0,780,Beauty,4,0,0.13,217,FALSE,1,55,72,Ghost Reseller
2935,4/18/2023,Tier3,5012,3,614,Fashion,163,53,0.05,4,TRUE,89,47,26,Social Catalyst
2936,5/6/2024,Tier3,9500,1,375,Mixed,65,23,0.11,22,TRUE,60,41,33,Low-Engagement Reseller
2937,10/27/2024,Tier3,14558,0,505,Beauty,0,0,0.09,102,TRUE,40,52,50,Ghost Reseller
2938,5/27/2024,Tier4+,1317,0,624,Fashion,2,0,0.11,316,TRUE,41,43,91,Low-Engagement Reseller
2939,4/29/2023,Tier2,1297,0,485,Mixed,0,4,0.13,290,FALSE,0,37,86,Low-Engagement Reseller
2940,6/20/2024,Tier3,5297,0,696,Fashion,4,6,0.06,118,FALSE,1,50,53,Ghost Reseller
2941,5/11/2024,Tier3,1455,0,520,Fashion,0,0,0.11,198,FALSE,0,39,68,Low-Engagement Reseller
2942,11/29/2024,Tier4+,821,0,535,Fashion,0,5,0.09,227,FALSE,0,39,74,Low-Engagement Reseller
2943,10/15/2023,Tier3,1059,1,439,Home,165,46,0.09,23,FALSE,50,36,33,Low-Engagement Reseller
2944,3/5/2024,Tier4+,3988,0,420,Fashion,5,3,0.08,168,FALSE,2,38,62,Low-Engagement Reseller
2945,1/8/2023,Tier2,9926,1,790,Home,80,29,0.06,11,FALSE,24,58,31,Niche Specialist
2946,6/21/2023,Tier3,15750,0,781,Mixed,4,0,0.09,45,FALSE,1,63,39,Ghost Reseller
2947,4/5/2024,Tier2,1043,3,424,Home,15,9,0.12,28,TRUE,45,35,31,Low-Engagement Reseller
